title,titleSlug,difficulty,acRate,paidOnly,status,topicTags,url
Zero Array Transformation II,zero-array-transformation-ii,Medium,43.61378558817039,False,,array;binary-search;prefix-sum,https://leetcode.com/problems/zero-array-transformation-ii/
Minimize the Maximum Adjacent Element Difference,minimize-the-maximum-adjacent-element-difference,Hard,16.101912463098447,False,,array;binary-search;greedy,https://leetcode.com/problems/minimize-the-maximum-adjacent-element-difference/
Books with NULL Ratings,books-with-null-ratings,Easy,87.45454545454545,True,,database,https://leetcode.com/problems/books-with-null-ratings/
Find Sorted Submatrices With Maximum Element at Most K,find-sorted-submatrices-with-maximum-element-at-most-k,Hard,49.73637961335677,True,,array;stack;matrix;monotonic-stack,https://leetcode.com/problems/find-sorted-submatrices-with-maximum-element-at-most-k/
Stone Removal Game,stone-removal-game,Easy,41.57592614510593,False,,math;simulation,https://leetcode.com/problems/stone-removal-game/
Shift Distance Between Two Strings,shift-distance-between-two-strings,Medium,52.65453807655891,False,,array;string;prefix-sum,https://leetcode.com/problems/shift-distance-between-two-strings/
Zero Array Transformation III,zero-array-transformation-iii,Medium,55.2310252338366,False,,array;greedy;sorting;heap-priority-queue;prefix-sum,https://leetcode.com/problems/zero-array-transformation-iii/
Find the Maximum Number of Fruits Collected,find-the-maximum-number-of-fruits-collected,Hard,39.80804886029011,False,,array;dynamic-programming;matrix,https://leetcode.com/problems/find-the-maximum-number-of-fruits-collected/
Minimum Positive Sum Subarray ,minimum-positive-sum-subarray,Easy,44.65489847747489,False,,array;sliding-window;prefix-sum,https://leetcode.com/problems/minimum-positive-sum-subarray/
Rearrange K Substrings to Form Target String,rearrange-k-substrings-to-form-target-string,Medium,56.086613828436306,False,,hash-table;string;sorting,https://leetcode.com/problems/rearrange-k-substrings-to-form-target-string/
Minimum Array Sum,minimum-array-sum,Medium,29.59984434788248,False,,array;dynamic-programming,https://leetcode.com/problems/minimum-array-sum/
Maximize Sum of Weights after Edge Removals,maximize-sum-of-weights-after-edge-removals,Hard,28.536919236653514,False,,dynamic-programming;tree;depth-first-search,https://leetcode.com/problems/maximize-sum-of-weights-after-edge-removals/
First Letter Capitalization,first-letter-capitalization,Hard,86.87830687830687,True,,database,https://leetcode.com/problems/first-letter-capitalization/
Design an Array Statistics Tracker ,design-an-array-statistics-tracker,Hard,34.4166395840104,True,,hash-table;binary-search;design;queue;heap-priority-queue;data-stream;ordered-set,https://leetcode.com/problems/design-an-array-statistics-tracker/
Smallest Number With All Set Bits,smallest-number-with-all-set-bits,Easy,75.81677332435164,False,,math;bit-manipulation,https://leetcode.com/problems/smallest-number-with-all-set-bits/
Identify the Largest Outlier in an Array,identify-the-largest-outlier-in-an-array,Medium,35.71732620400726,False,,array;hash-table;counting;enumeration,https://leetcode.com/problems/identify-the-largest-outlier-in-an-array/
Maximize the Number of Target Nodes After Connecting Trees I,maximize-the-number-of-target-nodes-after-connecting-trees-i,Medium,69.67008785049943,False,,tree;depth-first-search;breadth-first-search,https://leetcode.com/problems/maximize-the-number-of-target-nodes-after-connecting-trees-i/
Maximize the Number of Target Nodes After Connecting Trees II,maximize-the-number-of-target-nodes-after-connecting-trees-ii,Hard,73.15352336225077,False,,tree;depth-first-search;breadth-first-search,https://leetcode.com/problems/maximize-the-number-of-target-nodes-after-connecting-trees-ii/
First Letter Capitalization II,first-letter-capitalization-ii,Hard,74.96105367511684,False,,database,https://leetcode.com/problems/first-letter-capitalization-ii/
Minimum Operations to Make Array Values Equal to K,minimum-operations-to-make-array-values-equal-to-k,Easy,73.46043054331332,False,,array;hash-table,https://leetcode.com/problems/minimum-operations-to-make-array-values-equal-to-k/
Minimum Time to Break Locks I,minimum-time-to-break-locks-i,Medium,30.387695436634043,False,,array;dynamic-programming;backtracking;bit-manipulation;depth-first-search;bitmask,https://leetcode.com/problems/minimum-time-to-break-locks-i/
Digit Operations to Make Two Integers Equal,digit-operations-to-make-two-integers-equal,Medium,27.475700802929993,False,,math;graph;heap-priority-queue;number-theory;shortest-path,https://leetcode.com/problems/digit-operations-to-make-two-integers-equal/
Count Connected Components in LCM Graph,count-connected-components-in-lcm-graph,Hard,28.285900499674128,False,,array;hash-table;math;union-find;number-theory,https://leetcode.com/problems/count-connected-components-in-lcm-graph/
Transformed Array,transformed-array,Easy,56.52765025778657,False,,array;simulation,https://leetcode.com/problems/transformed-array/
Maximum Area Rectangle With Point Constraints I,maximum-area-rectangle-with-point-constraints-i,Medium,49.76081836914925,False,,array;math;binary-indexed-tree;segment-tree;geometry;sorting;enumeration,https://leetcode.com/problems/maximum-area-rectangle-with-point-constraints-i/
Maximum Subarray Sum With Length Divisible by K,maximum-subarray-sum-with-length-divisible-by-k,Medium,27.059059863398954,False,,array;hash-table;prefix-sum,https://leetcode.com/problems/maximum-subarray-sum-with-length-divisible-by-k/
Maximum Area Rectangle With Point Constraints II,maximum-area-rectangle-with-point-constraints-ii,Hard,20.121288921071688,False,,array;math;binary-indexed-tree;segment-tree;geometry;sorting,https://leetcode.com/problems/maximum-area-rectangle-with-point-constraints-ii/
Minimum Runes to Add to Cast Spell,minimum-runes-to-add-to-cast-spell,Hard,42.463533225283626,True,,array;depth-first-search;breadth-first-search;union-find;graph;topological-sort,https://leetcode.com/problems/minimum-runes-to-add-to-cast-spell/
Team Dominance by Pass Success,team-dominance-by-pass-success,Hard,76.878612716763,True,,database,https://leetcode.com/problems/team-dominance-by-pass-success/
Minimum Time to Break Locks II,minimum-time-to-break-locks-ii,Hard,41.63636363636364,True,,array;depth-first-search;graph,https://leetcode.com/problems/minimum-time-to-break-locks-ii/
Button with Longest Push Time,button-with-longest-push-time,Easy,40.607512985872376,False,,array,https://leetcode.com/problems/button-with-longest-push-time/
Maximize Amount After Two Days of Conversions,maximize-amount-after-two-days-of-conversions,Medium,59.11477869467367,False,,array;string;depth-first-search;breadth-first-search;graph,https://leetcode.com/problems/maximize-amount-after-two-days-of-conversions/
Count Beautiful Splits in an Array,count-beautiful-splits-in-an-array,Medium,15.742558908639934,False,,array;dynamic-programming,https://leetcode.com/problems/count-beautiful-splits-in-an-array/
Minimum Operations to Make Character Frequencies Equal,minimum-operations-to-make-character-frequencies-equal,Hard,24.947561615102252,False,,hash-table;string;dynamic-programming;counting;enumeration,https://leetcode.com/problems/minimum-operations-to-make-character-frequencies-equal/
Longest Team Pass Streak,longest-team-pass-streak,Hard,42.06948640483384,True,,database,https://leetcode.com/problems/longest-team-pass-streak/
Design a 3D Binary Matrix with Efficient Layer Tracking,design-a-3d-binary-matrix-with-efficient-layer-tracking,Medium,66.85845799769851,True,,array;hash-table;design;heap-priority-queue;matrix;ordered-set,https://leetcode.com/problems/design-a-3d-binary-matrix-with-efficient-layer-tracking/
Count Subarrays of Length Three With a Condition,count-subarrays-of-length-three-with-a-condition,Easy,61.944533723126504,False,,array,https://leetcode.com/problems/count-subarrays-of-length-three-with-a-condition/
Count Paths With the Given XOR Value,count-paths-with-the-given-xor-value,Medium,39.74696779590129,False,,array;dynamic-programming;bit-manipulation;matrix,https://leetcode.com/problems/count-paths-with-the-given-xor-value/
Check if Grid can be Cut into Sections,check-if-grid-can-be-cut-into-sections,Medium,68.37373876295621,False,,array;sorting,https://leetcode.com/problems/check-if-grid-can-be-cut-into-sections/
Subsequences with a Unique Middle Mode I,subsequences-with-a-unique-middle-mode-i,Hard,17.237798546209763,False,,array;hash-table;math;combinatorics,https://leetcode.com/problems/subsequences-with-a-unique-middle-mode-i/
Minimum Number of Operations to Make Elements in Array Distinct,minimum-number-of-operations-to-make-elements-in-array-distinct,Easy,71.5698734824914,False,,array;hash-table,https://leetcode.com/problems/minimum-number-of-operations-to-make-elements-in-array-distinct/
Maximum Number of Distinct Elements After Operations,maximum-number-of-distinct-elements-after-operations,Medium,31.105022549909954,False,,array;greedy;sorting,https://leetcode.com/problems/maximum-number-of-distinct-elements-after-operations/
Smallest Substring With Identical Characters I,smallest-substring-with-identical-characters-i,Hard,19.23388184515781,False,,array;binary-search;enumeration,https://leetcode.com/problems/smallest-substring-with-identical-characters-i/
Smallest Substring With Identical Characters II,smallest-substring-with-identical-characters-ii,Hard,39.91473487876366,False,,string;binary-search,https://leetcode.com/problems/smallest-substring-with-identical-characters-ii/
Maximum Number of Matching Indices After Right Shifts,maximum-number-of-matching-indices-after-right-shifts,Medium,83.63116511794139,True,,array;two-pointers;simulation,https://leetcode.com/problems/maximum-number-of-matching-indices-after-right-shifts/
Find Circular Gift Exchange Chains,find-circular-gift-exchange-chains,Hard,54.11887382690303,True,,database,https://leetcode.com/problems/find-circular-gift-exchange-chains/
Minimum Operations to Make Columns Strictly Increasing,minimum-operations-to-make-columns-strictly-increasing,Easy,71.99938628791864,False,,array;greedy;matrix,https://leetcode.com/problems/minimum-operations-to-make-columns-strictly-increasing/
Find the Lexicographically Largest String From the Box I,find-the-lexicographically-largest-string-from-the-box-i,Medium,41.05135478822263,False,,two-pointers;string;enumeration,https://leetcode.com/problems/find-the-lexicographically-largest-string-from-the-box-i/
Count Special Subsequences,count-special-subsequences,Medium,28.89342519350174,False,,array;hash-table;math;enumeration,https://leetcode.com/problems/count-special-subsequences/
Count the Number of Arrays with K Matching Adjacent Elements,count-the-number-of-arrays-with-k-matching-adjacent-elements,Hard,58.447013178853325,False,,math;combinatorics,https://leetcode.com/problems/count-the-number-of-arrays-with-k-matching-adjacent-elements/
Find the Lexicographically Largest String From the Box II,find-the-lexicographically-largest-string-from-the-box-ii,Hard,48.65771812080537,True,,two-pointers;string,https://leetcode.com/problems/find-the-lexicographically-largest-string-from-the-box-ii/
Substring Matching Pattern,substring-matching-pattern,Easy,26.904968568347403,False,,string;string-matching,https://leetcode.com/problems/substring-matching-pattern/
Design Task Manager,design-task-manager,Medium,34.07912882210281,False,,hash-table;design;heap-priority-queue;ordered-set,https://leetcode.com/problems/design-task-manager/
Longest Subsequence With Decreasing Adjacent Difference,longest-subsequence-with-decreasing-adjacent-difference,Medium,14.737772066500682,False,,array;dynamic-programming,https://leetcode.com/problems/longest-subsequence-with-decreasing-adjacent-difference/
Maximize Subarray Sum After Removing All Occurrences of One Element,maximize-subarray-sum-after-removing-all-occurrences-of-one-element,Hard,19.934135358559043,False,,array;dynamic-programming;segment-tree,https://leetcode.com/problems/maximize-subarray-sum-after-removing-all-occurrences-of-one-element/
Maximum Subarray With Equal Products,maximum-subarray-with-equal-products,Easy,45.18697490527703,False,,array;math;sliding-window;enumeration;number-theory,https://leetcode.com/problems/maximum-subarray-with-equal-products/
Find Mirror Score of a String,find-mirror-score-of-a-string,Medium,33.96625128189192,False,,hash-table;string;stack;simulation,https://leetcode.com/problems/find-mirror-score-of-a-string/
Maximum Coins From K Consecutive Bags,maximum-coins-from-k-consecutive-bags,Medium,23.491635359470827,False,,array;binary-search;greedy;sliding-window;sorting;prefix-sum,https://leetcode.com/problems/maximum-coins-from-k-consecutive-bags/
Maximum Score of Non-overlapping Intervals,maximum-score-of-non-overlapping-intervals,Hard,30.282967531289678,False,,array;binary-search;dynamic-programming;sorting,https://leetcode.com/problems/maximum-score-of-non-overlapping-intervals/
Find Products with Three Consecutive Digits ,find-products-with-three-consecutive-digits,Easy,81.51558073654391,True,,database,https://leetcode.com/problems/find-products-with-three-consecutive-digits/
Subsequences with a Unique Middle Mode II,subsequences-with-a-unique-middle-mode-ii,Hard,43.76996805111821,True,,array;hash-table;math;combinatorics,https://leetcode.com/problems/subsequences-with-a-unique-middle-mode-ii/
Zigzag Grid Traversal With Skip,zigzag-grid-traversal-with-skip,Easy,63.611190680798245,False,,array;matrix;simulation,https://leetcode.com/problems/zigzag-grid-traversal-with-skip/
Maximum Amount of Money Robot Can Earn,maximum-amount-of-money-robot-can-earn,Medium,28.722998036220815,False,,array;dynamic-programming;matrix,https://leetcode.com/problems/maximum-amount-of-money-robot-can-earn/
Minimize the Maximum Edge Weight of Graph,minimize-the-maximum-edge-weight-of-graph,Medium,42.79968955055387,False,,binary-search;depth-first-search;breadth-first-search;graph;shortest-path,https://leetcode.com/problems/minimize-the-maximum-edge-weight-of-graph/
Count Non-Decreasing Subarrays After K Operations,count-non-decreasing-subarrays-after-k-operations,Hard,21.105594174114533,False,,array;stack;segment-tree;queue;sliding-window;monotonic-stack;monotonic-queue,https://leetcode.com/problems/count-non-decreasing-subarrays-after-k-operations/
Find Students Who Improved,find-students-who-improved,Medium,46.75558759913482,False,,database,https://leetcode.com/problems/find-students-who-improved/
Minimum Operations to Make Subarray Elements Equal,minimum-operations-to-make-subarray-elements-equal,Medium,49.801980198019805,True,,array;hash-table;math;sliding-window;heap-priority-queue,https://leetcode.com/problems/minimum-operations-to-make-subarray-elements-equal/
Maximum Difference Between Adjacent Elements in a Circular Array,maximum-difference-between-adjacent-elements-in-a-circular-array,Easy,75.96665917507842,False,,array,https://leetcode.com/problems/maximum-difference-between-adjacent-elements-in-a-circular-array/
Minimum Cost to Make Arrays Identical,minimum-cost-to-make-arrays-identical,Medium,36.69208395566386,False,,array;greedy;sorting,https://leetcode.com/problems/minimum-cost-to-make-arrays-identical/
Longest Special Path,longest-special-path,Hard,20.032580092727954,False,,array;hash-table;tree;depth-first-search;prefix-sum,https://leetcode.com/problems/longest-special-path/
Manhattan Distances of All Arrangements of Pieces,manhattan-distances-of-all-arrangements-of-pieces,Hard,33.08698691700789,False,,math;combinatorics,https://leetcode.com/problems/manhattan-distances-of-all-arrangements-of-pieces/
Sum of Variable Length Subarrays,sum-of-variable-length-subarrays,Easy,85.1328258505515,False,,array;prefix-sum,https://leetcode.com/problems/sum-of-variable-length-subarrays/
Maximum and Minimum Sums of at Most Size K Subsequences,maximum-and-minimum-sums-of-at-most-size-k-subsequences,Medium,20.308864748016926,False,,array;math;dynamic-programming;sorting;combinatorics,https://leetcode.com/problems/maximum-and-minimum-sums-of-at-most-size-k-subsequences/
Paint House IV,paint-house-iv,Medium,43.737864077669904,False,,array;dynamic-programming,https://leetcode.com/problems/paint-house-iv/
Maximum and Minimum Sums of at Most Size K Subarrays,maximum-and-minimum-sums-of-at-most-size-k-subarrays,Hard,22.559806914176193,False,,array;math;stack;monotonic-stack,https://leetcode.com/problems/maximum-and-minimum-sums-of-at-most-size-k-subarrays/
Minimum Unlocked Indices to Sort Nums,minimum-unlocked-indices-to-sort-nums,Medium,59.65996908809892,True,,array;hash-table,https://leetcode.com/problems/minimum-unlocked-indices-to-sort-nums/
Count Partitions with Even Sum Difference,count-partitions-with-even-sum-difference,Easy,72.85189948865953,False,,array;math;prefix-sum,https://leetcode.com/problems/count-partitions-with-even-sum-difference/
Count Mentions Per User,count-mentions-per-user,Medium,30.042566485726557,False,,array;math;sorting;simulation,https://leetcode.com/problems/count-mentions-per-user/
Maximum Frequency After Subarray Operation,maximum-frequency-after-subarray-operation,Medium,27.120088369891114,False,,array;hash-table;dynamic-programming;greedy;enumeration;prefix-sum,https://leetcode.com/problems/maximum-frequency-after-subarray-operation/
Frequencies of Shortest Supersequences,frequencies-of-shortest-supersequences,Hard,15.909293019119609,False,,array;string;bit-manipulation;graph;topological-sort;enumeration,https://leetcode.com/problems/frequencies-of-shortest-supersequences/
Find Valid Emails,find-valid-emails,Easy,54.7633776678008,False,,database,https://leetcode.com/problems/find-valid-emails/
Permutations III,permutations-iii,Medium,85.66069195498123,True,,array;backtracking,https://leetcode.com/problems/permutations-iii/
Find Valid Pair of Adjacent Digits in String,find-valid-pair-of-adjacent-digits-in-string,Easy,59.56478473380747,False,,hash-table;string;counting,https://leetcode.com/problems/find-valid-pair-of-adjacent-digits-in-string/
Reschedule Meetings for Maximum Free Time I,reschedule-meetings-for-maximum-free-time-i,Medium,31.88460161298573,False,,array;greedy;sliding-window,https://leetcode.com/problems/reschedule-meetings-for-maximum-free-time-i/
Reschedule Meetings for Maximum Free Time II,reschedule-meetings-for-maximum-free-time-ii,Medium,39.84015682726382,False,,array;greedy;enumeration,https://leetcode.com/problems/reschedule-meetings-for-maximum-free-time-ii/
Minimum Cost Good Caption,minimum-cost-good-caption,Hard,19.138755980861244,False,,string;dynamic-programming,https://leetcode.com/problems/minimum-cost-good-caption/
Maximum Difference Between Even and Odd Frequency I,maximum-difference-between-even-and-odd-frequency-i,Easy,61.3047430859736,False,,hash-table;string;counting,https://leetcode.com/problems/maximum-difference-between-even-and-odd-frequency-i/
Maximum Manhattan Distance After K Changes,maximum-manhattan-distance-after-k-changes,Medium,53.97700809941952,False,,hash-table;math;string;counting,https://leetcode.com/problems/maximum-manhattan-distance-after-k-changes/
Minimum Increments for Target Multiples in an Array,minimum-increments-for-target-multiples-in-an-array,Hard,25.703394445452894,False,,array;math;dynamic-programming;bit-manipulation;number-theory;bitmask,https://leetcode.com/problems/minimum-increments-for-target-multiples-in-an-array/
Maximum Difference Between Even and Odd Frequency II,maximum-difference-between-even-and-odd-frequency-ii,Hard,49.201826388525824,False,,string;sliding-window;enumeration;prefix-sum,https://leetcode.com/problems/maximum-difference-between-even-and-odd-frequency-ii/
Sort Matrix by Diagonals,sort-matrix-by-diagonals,Medium,70.50113895216401,False,,array;sorting;matrix,https://leetcode.com/problems/sort-matrix-by-diagonals/
Assign Elements to Groups with Constraints,assign-elements-to-groups-with-constraints,Medium,25.872093023255815,False,,array;hash-table,https://leetcode.com/problems/assign-elements-to-groups-with-constraints/
Count Substrings Divisible By Last Digit,count-substrings-divisible-by-last-digit,Hard,20.978332239001972,False,,string;dynamic-programming,https://leetcode.com/problems/count-substrings-divisible-by-last-digit/
Maximize the Minimum Game Score,maximize-the-minimum-game-score,Hard,24.681112647917626,False,,array;binary-search;greedy,https://leetcode.com/problems/maximize-the-minimum-game-score/
Maximum Students on a Single Bench,maximum-students-on-a-single-bench,Easy,86.23376623376623,True,,array;hash-table,https://leetcode.com/problems/maximum-students-on-a-single-bench/
Find Invalid IP Addresses,find-invalid-ip-addresses,Hard,55.48694197864402,False,,database,https://leetcode.com/problems/find-invalid-ip-addresses/
Sum of Good Numbers,sum-of-good-numbers,Easy,69.16593143433325,False,,array,https://leetcode.com/problems/sum-of-good-numbers/
Separate Squares I,separate-squares-i,Medium,38.09479597047491,False,,array;binary-search,https://leetcode.com/problems/separate-squares-i/
Separate Squares II,separate-squares-ii,Hard,19.121813031161473,False,,array;binary-search;segment-tree;line-sweep,https://leetcode.com/problems/separate-squares-ii/
Shortest Matching Substring,shortest-matching-substring,Hard,22.035079091877716,False,,two-pointers;string;binary-search;string-matching,https://leetcode.com/problems/shortest-matching-substring/
Find Special Substring of Length K,find-special-substring-of-length-k,Easy,35.07988350128875,False,,string,https://leetcode.com/problems/find-special-substring-of-length-k/
Eat Pizzas!,eat-pizzas,Medium,32.2874000029574,False,,array;greedy;sorting,https://leetcode.com/problems/eat-pizzas/
Select K Disjoint Special Substrings,select-k-disjoint-special-substrings,Medium,17.903739664719716,False,,hash-table;string;dynamic-programming;greedy;sorting,https://leetcode.com/problems/select-k-disjoint-special-substrings/
Length of Longest V-Shaped Diagonal Segment,length-of-longest-v-shaped-diagonal-segment,Hard,33.731874841007375,False,,array;dynamic-programming;memoization;matrix,https://leetcode.com/problems/length-of-longest-v-shaped-diagonal-segment/
Longest Common Prefix After at Most One Removal,longest-common-prefix-after-at-most-one-removal,Medium,67.85714285714286,True,,two-pointers;string,https://leetcode.com/problems/longest-common-prefix-after-at-most-one-removal/
Check If Digits Are Equal in String After Operations I,check-if-digits-are-equal-in-string-after-operations-i,Easy,77.51706418610411,False,,math;string;simulation;combinatorics;number-theory,https://leetcode.com/problems/check-if-digits-are-equal-in-string-after-operations-i/
Maximum Sum With at Most K Elements,maximum-sum-with-at-most-k-elements,Medium,59.92154465331907,False,,array;greedy;sorting;heap-priority-queue;matrix,https://leetcode.com/problems/maximum-sum-with-at-most-k-elements/
Check If Digits Are Equal in String After Operations II,check-if-digits-are-equal-in-string-after-operations-ii,Hard,10.675432905833624,False,,math;string;combinatorics;number-theory,https://leetcode.com/problems/check-if-digits-are-equal-in-string-after-operations-ii/
Maximize the Distance Between Points on a Square,maximize-the-distance-between-points-on-a-square,Hard,19.409769335142467,False,,array;binary-search;greedy,https://leetcode.com/problems/maximize-the-distance-between-points-on-a-square/
Find Products with Valid Serial Numbers,find-products-with-valid-serial-numbers,Easy,53.83504071447334,False,,database,https://leetcode.com/problems/find-products-with-valid-serial-numbers/
Maximum Coin Collection ,maximum-coin-collection,Medium,52.484880357612404,True,,array;dynamic-programming,https://leetcode.com/problems/maximum-coin-collection/
Transform Array by Parity,transform-array-by-parity,Easy,89.56945785399859,False,,array;sorting;counting,https://leetcode.com/problems/transform-array-by-parity/
Find the Number of Copy Arrays,find-the-number-of-copy-arrays,Medium,45.95226290813797,False,,array;math,https://leetcode.com/problems/find-the-number-of-copy-arrays/
Find Minimum Cost to Remove Array Elements,find-minimum-cost-to-remove-array-elements,Medium,18.62143772803471,False,,array;dynamic-programming,https://leetcode.com/problems/find-minimum-cost-to-remove-array-elements/
Permutations IV,permutations-iv,Hard,28.306795712353,False,,array;math;combinatorics;enumeration,https://leetcode.com/problems/permutations-iv/
Find the Largest Almost Missing Integer,find-the-largest-almost-missing-integer,Easy,36.7057843205333,False,,array;hash-table,https://leetcode.com/problems/find-the-largest-almost-missing-integer/
Longest Palindromic Subsequence After at Most K Operations,longest-palindromic-subsequence-after-at-most-k-operations,Medium,36.44378936084684,False,,string;dynamic-programming,https://leetcode.com/problems/longest-palindromic-subsequence-after-at-most-k-operations/
Sum of K Subarrays With Length at Least M,sum-of-k-subarrays-with-length-at-least-m,Medium,24.953782444723803,False,,array;dynamic-programming;prefix-sum,https://leetcode.com/problems/sum-of-k-subarrays-with-length-at-least-m/
Lexicographically Smallest Generated String,lexicographically-smallest-generated-string,Hard,29.30733872245998,False,,string;greedy;string-matching,https://leetcode.com/problems/lexicographically-smallest-generated-string/
DNA Pattern Recognition ,dna-pattern-recognition,Medium,85.0406893250359,False,,database,https://leetcode.com/problems/dna-pattern-recognition/
Maximize Profit from Task Assignment,maximize-profit-from-task-assignment,Medium,67.14876033057851,True,,array;greedy;sorting;heap-priority-queue,https://leetcode.com/problems/maximize-profit-from-task-assignment/
Fruits Into Baskets II,fruits-into-baskets-ii,Easy,52.87785710332614,False,,array;binary-search;segment-tree;simulation,https://leetcode.com/problems/fruits-into-baskets-ii/
Choose K Elements With Maximum Sum,choose-k-elements-with-maximum-sum,Medium,31.353531563643184,False,,array;sorting;heap-priority-queue,https://leetcode.com/problems/choose-k-elements-with-maximum-sum/
Fruits Into Baskets III,fruits-into-baskets-iii,Medium,21.92314203487388,False,,array;binary-search;segment-tree;ordered-set,https://leetcode.com/problems/fruits-into-baskets-iii/
Maximize Subarrays After Removing One Conflicting Pair,maximize-subarrays-after-removing-one-conflicting-pair,Hard,32.535074987905176,False,,array;segment-tree;enumeration;prefix-sum,https://leetcode.com/problems/maximize-subarrays-after-removing-one-conflicting-pair/
Apply Substitutions,apply-substitutions,Medium,78.4944048830112,True,,array;hash-table;string;depth-first-search;breadth-first-search;graph;topological-sort,https://leetcode.com/problems/apply-substitutions/
Analyze Organization Hierarchy,analyze-organization-hierarchy,Hard,59.30606617647059,False,,database,https://leetcode.com/problems/analyze-organization-hierarchy/
Unique 3-Digit Even Numbers,unique-3-digit-even-numbers,Easy,67.29356084194794,False,,array;hash-table;recursion;enumeration,https://leetcode.com/problems/unique-3-digit-even-numbers/
Design Spreadsheet,design-spreadsheet,Medium,67.61099088464817,False,,array;hash-table;string;design;matrix,https://leetcode.com/problems/design-spreadsheet/
Longest Common Prefix of K Strings After Removal,longest-common-prefix-of-k-strings-after-removal,Hard,20.39023129603308,False,,array;string;trie,https://leetcode.com/problems/longest-common-prefix-of-k-strings-after-removal/
Longest Special Path II,longest-special-path-ii,Hard,16.34605051047824,False,,array;hash-table;tree;depth-first-search;prefix-sum,https://leetcode.com/problems/longest-special-path-ii/
Maximum Unique Subarray Sum After Deletion,maximum-unique-subarray-sum-after-deletion,Easy,27.55950954017171,False,,array;hash-table;greedy,https://leetcode.com/problems/maximum-unique-subarray-sum-after-deletion/
Closest Equal Element Queries,closest-equal-element-queries,Medium,31.278025008883397,False,,array;hash-table;binary-search,https://leetcode.com/problems/closest-equal-element-queries/
Zero Array Transformation IV,zero-array-transformation-iv,Medium,29.757869249394673,False,,array;dynamic-programming,https://leetcode.com/problems/zero-array-transformation-iv/
Count Beautiful Numbers,count-beautiful-numbers,Hard,21.094973273581342,False,,dynamic-programming,https://leetcode.com/problems/count-beautiful-numbers/
Phone Number Prefix,phone-number-prefix,Easy,72.71428571428571,True,,array;string;trie;sorting,https://leetcode.com/problems/phone-number-prefix/
Maximum Containers on a Ship,maximum-containers-on-a-ship,Easy,74.53133510199062,False,,math,https://leetcode.com/problems/maximum-containers-on-a-ship/
Properties Graph,properties-graph,Medium,46.83462961731924,False,,array;hash-table;depth-first-search;breadth-first-search;union-find;graph,https://leetcode.com/problems/properties-graph/
Find the Minimum Amount of Time to Brew Potions,find-the-minimum-amount-of-time-to-brew-potions,Medium,35.29826134289648,False,,array;simulation;prefix-sum,https://leetcode.com/problems/find-the-minimum-amount-of-time-to-brew-potions/
Minimum Operations to Make Array Elements Zero,minimum-operations-to-make-array-elements-zero,Hard,31.838243407260293,False,,array;math;bit-manipulation,https://leetcode.com/problems/minimum-operations-to-make-array-elements-zero/
Maximize Score After Pair Deletions,maximize-score-after-pair-deletions,Medium,60.36036036036037,True,,array;greedy,https://leetcode.com/problems/maximize-score-after-pair-deletions/
Analyze Subscription Conversion ,analyze-subscription-conversion,Medium,76.5804775454658,False,,database,https://leetcode.com/problems/analyze-subscription-conversion/
Reverse Degree of a String,reverse-degree-of-a-string,Easy,87.1593533487298,False,,string;simulation,https://leetcode.com/problems/reverse-degree-of-a-string/
Maximize Active Section with Trade I,maximize-active-section-with-trade-i,Medium,29.951294787095527,False,,string;enumeration,https://leetcode.com/problems/maximize-active-section-with-trade-i/
Minimum Cost to Divide Array Into Subarrays,minimum-cost-to-divide-array-into-subarrays,Hard,23.15589353612167,False,,array;dynamic-programming;prefix-sum,https://leetcode.com/problems/minimum-cost-to-divide-array-into-subarrays/
Maximize Active Section with Trade II,maximize-active-section-with-trade-ii,Hard,19.48699021959771,False,,array;string;binary-search;segment-tree,https://leetcode.com/problems/maximize-active-section-with-trade-ii/
Minimum Cost to Reach Every Position,minimum-cost-to-reach-every-position,Easy,82.1037270943974,False,,array,https://leetcode.com/problems/minimum-cost-to-reach-every-position/
Longest Palindrome After Substring Concatenation I,longest-palindrome-after-substring-concatenation-i,Medium,43.27892000599046,False,,two-pointers;string;dynamic-programming;enumeration,https://leetcode.com/problems/longest-palindrome-after-substring-concatenation-i/
Longest Palindrome After Substring Concatenation II,longest-palindrome-after-substring-concatenation-ii,Hard,15.943160524672079,False,,two-pointers;string;dynamic-programming,https://leetcode.com/problems/longest-palindrome-after-substring-concatenation-ii/
Minimum Operations to Make Elements Within K Subarrays Equal,minimum-operations-to-make-elements-within-k-subarrays-equal,Hard,27.399367575420904,False,,array;hash-table;math;dynamic-programming;sliding-window;heap-priority-queue,https://leetcode.com/problems/minimum-operations-to-make-elements-within-k-subarrays-equal/
Find Time Required to Eliminate Bacterial Strains,find-time-required-to-eliminate-bacterial-strains,Hard,54.95049504950495,True,,array;math;greedy;heap-priority-queue,https://leetcode.com/problems/find-time-required-to-eliminate-bacterial-strains/
Minimum Pair Removal to Sort Array I,minimum-pair-removal-to-sort-array-i,Easy,56.0003431708991,False,,array;hash-table;linked-list;heap-priority-queue;simulation;doubly-linked-list;ordered-set,https://leetcode.com/problems/minimum-pair-removal-to-sort-array-i/
Implement Router,implement-router,Medium,21.850190408571613,False,,array;hash-table;binary-search;design;queue;ordered-set,https://leetcode.com/problems/implement-router/
